"","","","Bullets","","","","","","","","","","","","","","","Technical Specifications","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFMDE003","3M Privacy Filter for Dell™ OptiPlex 7440 All-In-One               ","3M Privacy Filter for Dell™ OptiPlex 7440 All-In-One               ","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Dell™ ","OptiPlex 7440 All-In-One 
OptiPlex 7450 All-In-One ","Monitors","23.8 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","527mm x 296mm","20 2/3"" x 11 2/3""","Limited 1-year warranty","00051128008089","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","","",""
"AGMDE001 ","3M Anti-Glare Filter for Dell™ OptiPlex 3240 All-In-One","3M Anti-Glare Filter for Dell™ OptiPlex 3240 All-In-One","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Ultra-thin and ultra-responsive to the touch, our anti-glare filter provides consistent touch responsiveness without getting in the way of using your device","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips","Custom-cut for your device","100% hand inspected for quality assurance","","","","","","","Yes","No","16:9","Clear","3M™","Dell™ ","OptiPlex 3240 All-In-One
OptiPlex 5250 All-In-One","Monitors","21.5 inches","Yes","Frameless","Landscape","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","476mm x 268mm ","18 2/3"" x 10 1/2""","Limited 1-year warranty","00051128008096","1260451","http://multimedia.3m.com/mws/media/1260451Z/genericmonitor-antiglare-bty-rgb-jpg.jpg","","",""
"AGMDE002  ","3M Anti-Glare Filter for Dell™ OptiPlex 7440 All-In-One         ","3M Anti-Glare Filter for Dell™ OptiPlex 7440 All-In-One         ","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Ultra-thin and ultra-responsive to the touch, our anti-glare filter provides consistent touch responsiveness without getting in the way of using your device","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips","Custom-cut for your device","100% hand inspected for quality assurance","","","","","","","Yes","No","16:9","Clear","3M™","Dell™ ","OptiPlex 7440 All-In-One 
OptiPlex 7450 All-In-One ","Monitors","23.8 inches","Yes","Frameless","Landscape","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","527mm x 296mm","20 2/3"" x 11 2/3""","Limited 1-year warranty","00051128008102","1260451","http://multimedia.3m.com/mws/media/1260451Z/genericmonitor-antiglare-bty-rgb-jpg.jpg","","",""
"HCNAP001","3M™ High Clarity Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","3M™ High Clarity Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","8:5","Black","3M™","Apple®","MacBook Pro® 13-inch ","Laptops","13.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","286 mm x 179 mm","11 1/3 ""x7""","Limited 1-year warranty","00051128007945","1393682","http://multimedia.3m.com/mws/media/1393682Z/hcnap001-macbookpro2016-34872060578.jpg","","",""
"HCNAP002","3M™ High Clarity Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","3M™ High Clarity Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","8:5","Black","3M™","Apple®","MacBook Pro® 15-inch","Laptops","15.4 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","332 mm x 207mm","13 1/10"" x 8 1/5""","Limited 1-year warranty","00051128007952","1393686","http://multimedia.3m.com/mws/media/1393686Z/hcnap002-macbookpro2016-34872060586.jpg","","",""
"HCMAP001","3M™ High Clarity Privacy Filter for 21.5"" Apple® iMac®","3M™ High Clarity Privacy Filter for 21.5"" Apple® iMac®","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:9","Black","3M™","Apple®","iMac®","Monitors","21.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","527 mm x 319 mm","20 3/4"" x 12 9/16""","Limited 1-year warranty","00051128007969","1393674","http://multimedia.3m.com/mws/media/1393674Z/hcmap001-imac21-34872060602.jpg","","",""
"HCMAP002","3M™ High Clarity Privacy Filter for 27"" Apple® iMac®","3M™ High Clarity Privacy Filter for 27"" Apple® iMac®","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Custom-cut for your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:9","Black","3M™","Apple®","iMac®","Monitors","27 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","649 mm x 396 mm","25 9/16"" x 15 9/16""","Limited 1-year warranty","00051128007976","1393678","http://multimedia.3m.com/mws/media/1393678E/hcmap002-imac27-34872060636.jpg","","",""
"HC140W9B","3M™ High Clarity Privacy Filter for 14"" Widescreen Laptop","3M™ High Clarity Privacy Filter for 14"" Widescreen Laptop","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:9","Black","3M™","","","Laptops","14 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","310 mm x 175 mm","12 3/16"" x 6 7/8""","Limited 1-year warranty","00051128007983","1393636","http://multimedia.3m.com/mws/media/1393636Z/hc140w9b-wslaptop-34872060669.jpg","","",""
"HC156W9B","3M™ High Clarity Privacy Filter for 15.6"" Widescreen Laptop","3M™ High Clarity Privacy Filter for 15.6"" Widescreen Laptop","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution laptops and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:9","Black","3M™","","","Laptops","15.6 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","345 mm x 194 mm","13 9/16"" x 7 5/8""","Limited 1-year warranty","00051128007990","1393640","http://multimedia.3m.com/mws/media/1393640Z/hc156w9b-wslaptop-34872060685.jpg","","",""
"HC220W1B","3M™ High Clarity Privacy Filter for 22"" Widescreen Monitor (16:10) ","3M™ High Clarity Privacy Filter for 22"" Widescreen Monitor (16:10) ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:10","Black","3M™","","","Monitors","22 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","474 mm x 297 mm","18 11/16"" x 11 11/16""","Limited 1-year warranty","00051128008008","1393646","http://multimedia.3m.com/mws/media/1393646Z/hc220w1b-wsmonitor-34872060719.jpg","","",""
